gs,opp_id,fg_pct,fg3,game_result,team_id,pts,game_location,tov,fta,game_score,pf,blk,ft_pct,fg3a,ft,ranker,ast,game_season,fg3_pct,fg,orb,fga,stl,age,trb,date_game,mp,drb,player_name
1,BOS,.462,0,W (+35),HOU,14,,3,4,12.6,2,3,.500,0,2,51,3,51,,6,3,13,0,30-028,15,1993-02-18,32:00,12,Hakeem Olajuwon
1,UTA,.550,0,W (+27),HOU,24,@,5,5,14.8,4,3,.400,0,2,52,1,52,,11,1,20,2,30-033,10,1993-02-23,36:00,9,Hakeem Olajuwon
1,PHO,.632,0,W (+27),HOU,32,,1,9,38.7,2,9,.889,0,8,53,6,53,,12,3,19,3,30-035,9,1993-02-25,34:00,6,Hakeem Olajuwon
1,DEN,.370,0,W (+5),HOU,24,,3,4,19.4,4,4,1.000,0,4,54,6,54,,10,5,27,2,30-037,13,1993-02-27,43:00,8,Hakeem Olajuwon
1,LAC,.455,0,W (+16),HOU,16,@,7,7,11.0,5,2,.857,0,6,55,5,55,,5,3,11,1,30-040,10,1993-03-02,30:00,7,Hakeem Olajuwon
1,SAC,.650,0,W (+3),HOU,30,@,8,5,25.6,4,2,.800,0,4,56,5,56,,13,4,20,4,30-041,13,1993-03-03,44:00,9,Hakeem Olajuwon
1,DAL,.500,0,W (+19),HOU,24,@,3,8,23.1,5,8,1.000,0,8,57,0,57,,8,3,16,2,30-043,11,1993-03-05,38:00,8,Hakeem Olajuwon
1,SAC,.750,0,W (+17),HOU,27,,1,5,28.6,3,4,.600,0,3,58,3,58,,12,4,16,0,30-044,15,1993-03-06,34:00,11,Hakeem Olajuwon
1,MIA,.517,0,W (+10),HOU,34,,4,4,29.9,4,4,1.000,1,4,59,7,59,.000,15,4,29,2,30-047,15,1993-03-09,45:00,11,Hakeem Olajuwon
1,POR,.579,0,W (+13),HOU,27,,2,7,29.2,3,6,.714,0,5,60,5,60,,11,1,19,4,30-049,10,1993-03-11,44:00,9,Hakeem Olajuwon
1,UTA,.500,0,W (+9),HOU,38,,2,16,32.8,3,1,.750,0,12,61,3,61,,13,4,26,4,30-051,14,1993-03-13,43:00,10,Hakeem Olajuwon
1,ORL,.421,0,W (+1),HOU,20,,5,5,20.1,5,4,.800,0,4,62,9,62,,8,5,19,2,30-054,15,1993-03-16,46:00,10,Hakeem Olajuwon
1,GSW,.500,0,W (+13),HOU,35,@,2,9,30.8,3,2,1.000,0,9,63,4,63,,13,3,26,3,30-056,12,1993-03-18,45:00,9,Hakeem Olajuwon
1,POR,.500,0,L (-8),HOU,34,@,2,12,29.4,6,5,.833,0,10,64,2,64,,12,4,24,1,30-057,17,1993-03-19,45:00,13,Hakeem Olajuwon
1,SEA,.625,0,L (-11),HOU,32,,3,4,28.3,2,3,.500,0,2,65,2,65,,15,5,24,2,30-059,14,1993-03-21,45:00,9,Hakeem Olajuwon
1,CHH,.565,0,W (+8),HOU,31,@,2,8,28.1,4,3,.625,0,5,66,6,66,,13,3,23,2,30-061,11,1993-03-23,42:00,8,Hakeem Olajuwon
1,ATL,.476,0,L (-10),HOU,22,@,3,2,17.1,2,3,1.000,0,2,67,3,67,,10,2,21,1,30-063,12,1993-03-25,44:00,10,Hakeem Olajuwon
1,WSB,.333,0,W (+21),HOU,10,@,4,4,12.4,4,3,1.000,0,4,68,3,68,,3,2,9,3,30-064,17,1993-03-26,37:00,15,Hakeem Olajuwon
1,MIN,.389,0,L (-1),HOU,20,@,4,6,18.1,2,4,1.000,0,6,69,4,69,,7,3,18,2,30-066,13,1993-03-28,43:00,10,Hakeem Olajuwon
1,MIL,.450,0,W (+6),HOU,24,,5,8,18.3,1,4,.750,0,6,70,2,70,,9,4,20,3,30-070,7,1993-04-01,41:00,3,Hakeem Olajuwon
1,GSW,.600,0,W (+7),HOU,38,,4,15,38.0,4,4,.933,0,14,71,5,71,,12,3,20,2,30-072,19,1993-04-03,44:00,16,Hakeem Olajuwon
1,LAC,.680,0,W (+13),HOU,42,,3,11,43.4,4,4,.727,0,8,72,6,72,,17,5,25,5,30-075,13,1993-04-06,36:00,8,Hakeem Olajuwon
1,UTA,.545,0,W (+5),HOU,27,@,4,4,23.4,2,8,.750,0,3,73,2,73,,12,4,22,0,30-077,12,1993-04-08,44:00,8,Hakeem Olajuwon
1,SAS,.533,0,W (+10),HOU,45,,2,13,40.3,3,2,1.000,1,13,74,1,74,.000,16,7,30,4,30-079,14,1993-04-10,47:00,7,Hakeem Olajuwon
1,LAL,.579,0,W (+19),HOU,29,,4,9,29.4,3,1,.778,0,7,75,8,75,,11,3,19,3,30-082,16,1993-04-13,39:00,13,Hakeem Olajuwon
1,DEN,.480,0,W (+11),HOU,29,@,3,7,21.6,5,2,.714,0,5,76,4,76,,12,5,25,1,30-083,13,1993-04-14,43:00,8,Hakeem Olajuwon
1,LAL,.684,0,W (+16),HOU,29,@,1,3,32.6,4,6,1.000,0,3,77,1,77,,13,3,19,4,30-085,14,1993-04-16,41:00,11,Hakeem Olajuwon
1,SEA,.421,0,W (+5),HOU,21,@,5,7,17.7,3,8,.714,0,5,78,3,78,,8,2,19,2,30-086,11,1993-04-17,46:00,9,Hakeem Olajuwon
1,PHO,.458,0,W (+14),HOU,30,@,2,12,24.1,4,5,.667,0,8,79,4,79,,11,3,24,0,30-088,14,1993-04-19,33:00,11,Hakeem Olajuwon
1,MIN,.647,0,W (+2),HOU,33,,7,15,33.2,3,5,.733,0,11,80,5,80,,11,4,17,5,30-091,13,1993-04-22,51:00,9,Hakeem Olajuwon
1,DAL,.438,0,L (-5),HOU,15,,4,3,15.0,1,2,.333,2,1,81,7,81,.000,7,2,16,2,30-093,15,1993-04-24,42:00,13,Hakeem Olajuwon
1,SAS,.567,0,L (-2),HOU,38,@,2,4,34.4,6,7,1.000,0,4,82,4,82,,17,1,30,3,30-094,13,1993-04-25,52:00,12,Hakeem Olajuwon
