gs,opp_id,fg_pct,fg3,game_result,team_id,pts,game_location,tov,fta,game_score,pf,blk,ft_pct,fg3a,ft,ranker,ast,game_season,fg3_pct,fg,orb,fga,stl,age,trb,date_game,mp,drb,player_name
1,MIL,.514,0,L (-5),HOU,37,,4,2,27.5,3,6,.500,0,1,23,3,23,,18,4,35,1,33-337,15,1996-12-23,44:00,11,Hakeem Olajuwon
1,MIL,.778,0,W (+11),HOU,29,@,4,1,20.3,5,3,1.000,0,1,24,0,24,,14,1,18,0,33-340,6,1996-12-26,37:00,5,Hakeem Olajuwon
1,GSW,.737,0,W (+9),HOU,31,,3,3,27.6,3,3,1.000,0,3,25,2,25,,14,4,19,1,33-342,8,1996-12-28,31:00,4,Hakeem Olajuwon
1,SEA,.455,0,W (+8),HOU,24,,0,5,17.9,3,1,.800,0,4,26,4,26,,10,1,22,0,33-344,10,1996-12-30,39:00,9,Hakeem Olajuwon
1,POR,.500,0,L (-16),HOU,21,,4,6,10.2,3,1,.500,0,3,27,1,27,,9,2,18,0,33-347,8,1997-01-02,37:00,6,Hakeem Olajuwon
1,LAC,.400,0,L (-4),HOU,25,,6,8,16.6,4,4,.625,0,5,28,3,28,,10,5,25,4,33-349,10,1997-01-04,38:00,5,Hakeem Olajuwon
1,MIN,.348,1,W (+9),HOU,22,@,3,6,17.2,3,5,.833,1,5,29,2,29,1.000,8,3,23,3,33-352,12,1997-01-07,40:00,9,Hakeem Olajuwon
1,CLE,.467,0,W (+3),HOU,22,@,8,10,10.6,4,1,.800,0,8,30,2,30,,7,3,15,1,33-353,8,1997-01-08,41:00,5,Hakeem Olajuwon
1,PHI,.545,0,W (+21),HOU,26,@,3,2,18.0,2,2,1.000,0,2,31,2,31,,12,1,22,2,33-355,4,1997-01-10,30:00,3,Hakeem Olajuwon
1,CHI,.480,1,L (-24),HOU,29,@,0,5,20.6,3,2,.800,1,4,32,1,32,1.000,12,1,25,1,33-356,8,1997-01-11,38:00,7,Hakeem Olajuwon
1,NYK,.500,0,W (+20),HOU,15,,6,1,7.9,5,0,1.000,0,1,33,2,33,,7,1,14,4,33-359,7,1997-01-14,29:00,6,Hakeem Olajuwon
1,SAC,.588,0,W (+9),HOU,26,,6,6,16.9,1,1,1.000,0,6,34,1,34,,10,0,17,2,33-361,6,1997-01-16,39:00,6,Hakeem Olajuwon
1,DAL,.435,0,W (+10),HOU,26,@,2,7,24.4,2,7,.857,1,6,35,4,35,.000,10,1,23,2,33-362,12,1997-01-17,40:00,11,Hakeem Olajuwon
1,CHI,.560,0,W (+16),HOU,32,,2,6,32.4,2,5,.667,1,4,36,4,36,.000,14,2,25,4,33-364,16,1997-01-19,39:00,14,Hakeem Olajuwon
1,CHH,.393,0,L (-6),HOU,26,@,4,4,12.2,4,1,1.000,0,4,37,4,37,,11,2,28,0,34-000,9,1997-01-21,44:00,7,Hakeem Olajuwon
1,NJN,.412,0,W (+7),HOU,20,,1,7,18.7,3,2,.857,1,6,38,8,38,.000,7,1,17,0,34-002,10,1997-01-23,37:00,9,Hakeem Olajuwon
1,UTA,.483,1,L (-5),HOU,41,,7,14,31.8,0,2,.857,1,12,39,6,39,1.000,14,3,29,2,34-004,15,1997-01-25,46:00,12,Hakeem Olajuwon
1,DEN,.600,0,L (-4),HOU,48,,3,0,33.1,3,2,,0,0,40,3,40,,24,3,40,0,34-009,10,1997-01-30,43:00,7,Hakeem Olajuwon
1,IND,.231,0,L (-26),HOU,6,@,2,0,1.0,3,1,,0,0,41,3,41,,3,1,13,2,34-010,3,1997-01-31,31:00,2,Hakeem Olajuwon
1,ORL,.571,0,L (-13),HOU,17,@,4,3,11.7,5,3,.333,0,1,42,4,42,,8,2,14,0,34-012,8,1997-02-02,33:00,6,Hakeem Olajuwon
1,NYK,.588,0,L (-4),HOU,26,@,5,6,19.0,3,1,1.000,1,6,43,5,43,.000,10,1,17,1,34-014,5,1997-02-04,43:00,4,Hakeem Olajuwon
1,DET,.375,0,L (-9),HOU,18,@,3,8,8.3,2,1,.750,0,6,44,1,44,,6,1,16,1,34-016,3,1997-02-06,30:00,2,Hakeem Olajuwon
1,VAN,.500,0,W (+9),HOU,19,,5,4,14.3,4,3,.750,1,3,45,3,45,.000,8,5,16,2,34-021,7,1997-02-11,36:00,2,Hakeem Olajuwon
1,SEA,.429,0,L (-20),HOU,6,@,3,2,3.4,2,2,.000,0,0,46,1,46,,3,2,7,1,34-024,6,1997-02-14,29:00,4,Hakeem Olajuwon
1,POR,.500,0,L (-4),HOU,28,@,3,10,19.3,5,5,.800,1,8,47,3,47,.000,10,0,20,0,34-025,5,1997-02-15,35:00,5,Hakeem Olajuwon
1,ATL,.700,0,W (+29),HOU,16,,5,2,14.4,4,1,1.000,0,2,48,5,48,,7,4,10,1,34-027,8,1997-02-17,25:00,4,Hakeem Olajuwon
1,TOR,.706,0,W (+10),HOU,25,,3,2,20.9,3,2,.500,0,1,49,2,49,,12,1,17,2,34-030,8,1997-02-20,38:00,7,Hakeem Olajuwon
1,ATL,.273,0,L (-2),HOU,9,@,7,4,4.3,3,5,.750,0,3,50,0,50,,3,5,11,1,34-031,13,1997-02-21,39:00,8,Hakeem Olajuwon
1,SAS,.476,0,W (+10),HOU,21,,1,2,17.9,2,5,.500,0,1,51,4,51,,10,1,21,1,34-033,7,1997-02-23,41:00,6,Hakeem Olajuwon
1,LAL,.474,0,W (+4),HOU,25,,7,7,18.2,5,2,1.000,0,7,52,6,52,,9,1,19,2,34-035,13,1997-02-25,39:00,12,Hakeem Olajuwon
1,CHH,.429,0,L (-11),HOU,22,,4,6,14.4,1,1,.667,2,4,53,4,53,.000,9,3,21,1,34-037,10,1997-02-27,42:00,7,Hakeem Olajuwon
1,DAL,.400,0,W (+9),HOU,16,,4,0,15.2,3,2,,1,0,54,5,54,.000,8,5,20,5,34-039,11,1997-03-01,39:00,6,Hakeem Olajuwon
1,LAC,.615,0,W (+4),HOU,22,@,4,6,28.3,2,2,1.000,0,6,55,10,55,,8,2,13,3,34-042,16,1997-03-04,42:00,14,Hakeem Olajuwon
1,GSW,.652,0,W (+5),HOU,31,@,5,3,24.5,5,3,.333,0,1,56,2,56,,15,4,23,3,34-043,11,1997-03-05,35:00,7,Hakeem Olajuwon
1,LAL,.526,0,W (+21),HOU,23,@,3,3,24.0,3,5,1.000,0,3,57,6,57,,10,3,19,2,34-045,12,1997-03-07,37:00,9,Hakeem Olajuwon
1,DAL,.294,0,W (+5),HOU,12,@,1,3,11.5,4,4,.667,0,2,58,4,58,,5,3,17,2,34-047,12,1997-03-09,39:00,9,Hakeem Olajuwon
1,SAS,.467,0,W (+24),HOU,17,@,3,4,15.8,2,1,.750,0,3,59,4,59,,7,2,15,4,34-049,8,1997-03-11,28:00,6,Hakeem Olajuwon
1,ORL,.583,0,L (-1),HOU,32,,3,4,23.1,3,0,1.000,0,4,60,1,60,,14,3,24,1,34-050,12,1997-03-12,35:00,9,Hakeem Olajuwon
1,MIA,.471,0,L (-21),HOU,20,@,2,7,10.3,6,0,.571,0,4,61,1,61,,8,1,17,2,34-054,5,1997-03-16,39:00,4,Hakeem Olajuwon
1,NJN,.467,0,W (+8),HOU,14,@,3,0,10.8,5,0,,0,0,62,2,62,,7,4,15,2,34-056,15,1997-03-18,37:00,11,Hakeem Olajuwon
1,WSB,.600,0,W (+6),HOU,26,,6,2,19.1,2,1,1.000,0,2,63,3,63,,12,4,20,2,34-058,9,1997-03-20,40:00,5,Hakeem Olajuwon
1,PHO,.581,0,L (-5),HOU,39,,1,3,29.7,1,0,1.000,0,3,64,3,64,,18,1,31,2,34-060,7,1997-03-22,41:00,6,Hakeem Olajuwon
1,MIN,.520,0,W (+9),HOU,39,,3,13,35.0,3,6,1.000,2,13,65,4,65,.000,13,3,25,1,34-063,11,1997-03-25,41:00,8,Hakeem Olajuwon
1,CLE,.583,0,W (+18),HOU,23,,4,10,22.5,5,3,.900,0,9,66,6,66,,7,2,12,2,34-065,8,1997-03-27,36:00,6,Hakeem Olajuwon
1,DEN,.583,1,W (+15),HOU,45,,2,17,37.3,5,2,.941,1,16,67,4,67,1.000,14,1,24,0,34-067,11,1997-03-29,39:00,10,Hakeem Olajuwon
1,DEN,.400,0,W (+17),HOU,12,@,4,4,6.6,4,1,1.000,0,4,68,4,68,,4,0,10,0,34-070,7,1997-04-01,26:00,7,Hakeem Olajuwon
1,PHO,.625,0,L (-13),HOU,33,@,2,4,25.2,2,1,.750,0,3,69,1,69,,15,1,24,2,34-071,8,1997-04-02,40:00,7,Hakeem Olajuwon
1,SAC,.471,0,W (+14),HOU,25,@,3,11,19.9,4,4,.818,0,9,70,2,70,,8,1,17,2,34-073,8,1997-04-04,41:00,7,Hakeem Olajuwon
1,VAN,.500,0,W (+9),HOU,10,@,2,0,7.0,6,4,,0,0,71,0,71,,5,2,10,1,34-075,6,1997-04-06,33:00,4,Hakeem Olajuwon
1,LAC,.667,0,W (+10),HOU,17,@,8,2,8.6,1,0,.500,0,1,72,3,72,,8,0,12,2,34-077,5,1997-04-08,38:00,5,Hakeem Olajuwon
1,VAN,.467,0,W (+8),HOU,14,,1,3,11.4,4,3,.000,0,0,73,2,73,,7,2,15,1,34-079,12,1997-04-10,32:00,10,Hakeem Olajuwon
1,UTA,.500,0,L (-21),HOU,19,@,6,10,11.3,3,0,.900,0,9,74,2,74,,5,2,10,0,34-080,9,1997-04-11,34:00,7,Hakeem Olajuwon
1,SEA,.500,0,W (+40),HOU,10,,2,0,6.6,4,2,,0,0,75,1,75,,5,0,10,1,34-082,7,1997-04-13,27:00,7,Hakeem Olajuwon
1,LAC,.563,0,W (+4),HOU,24,,2,7,20.8,2,2,.857,0,6,76,3,76,,9,1,16,1,34-084,9,1997-04-15,37:00,8,Hakeem Olajuwon
1,DAL,.600,0,W (+10),HOU,21,,6,5,15.0,5,3,.600,0,3,77,3,77,,9,2,15,2,34-087,9,1997-04-18,45:00,7,Hakeem Olajuwon
1,SAS,.563,0,W (+4),HOU,27,@,2,9,22.8,5,3,1.000,0,9,78,3,78,,9,2,16,0,34-089,8,1997-04-20,37:00,6,Hakeem Olajuwon
