gs,opp_id,fg_pct,fg3,game_result,team_id,pts,game_location,tov,fta,game_score,pf,blk,ft_pct,fg3a,ft,ranker,ast,game_season,fg3_pct,fg,orb,fga,stl,age,trb,date_game,mp,drb,player_name
1,LAL,.611,0,L (-11),HOU,24,@,1,4,23.0,3,2,.500,0,2,35,5,35,,11,4,18,1,24-362,9,1988-01-18,41:00,5,Hakeem Olajuwon
1,SAC,.615,0,L (-3),HOU,23,@,4,9,23.8,5,8,.778,0,7,36,2,36,,8,3,13,2,24-363,11,1988-01-19,33:00,8,Hakeem Olajuwon
1,MIL,.588,0,W (+13),HOU,28,,3,12,28.4,5,4,.667,0,8,37,5,37,,10,5,17,3,25-000,12,1988-01-21,39:00,7,Hakeem Olajuwon
1,LAC,.563,0,W (+20),HOU,22,,2,7,16.8,2,1,.571,0,4,38,1,38,,9,5,16,0,25-005,10,1988-01-26,31:00,5,Hakeem Olajuwon
1,CLE,.375,0,L (-24),HOU,23,,3,10,11.7,4,1,.500,0,5,39,0,39,,9,8,24,1,25-007,12,1988-01-28,38:00,4,Hakeem Olajuwon
1,DAL,.522,0,W (+16),HOU,29,@,2,6,19.8,4,3,.833,0,5,40,1,40,,12,2,23,1,25-009,5,1988-01-30,39:00,3,Hakeem Olajuwon
1,PHO,.526,0,W (+10),HOU,26,,0,8,27.5,5,3,.750,0,6,41,0,41,,10,5,19,5,25-012,15,1988-02-02,36:00,10,Hakeem Olajuwon
1,NJN,.571,0,W (+28),HOU,10,,4,2,8.3,5,1,1.000,0,2,42,2,42,,4,0,7,4,25-014,5,1988-02-04,20:00,5,Hakeem Olajuwon
1,BOS,.522,0,W (+9),HOU,30,,2,6,29.1,5,3,1.000,0,6,43,3,43,,12,6,23,3,25-019,16,1988-02-09,38:00,10,Hakeem Olajuwon
1,SEA,.455,0,L (-5),HOU,29,@,4,11,20.2,3,3,.818,1,9,44,2,44,.000,10,3,22,0,25-021,13,1988-02-11,40:00,10,Hakeem Olajuwon
1,LAC,.348,0,W (+7),HOU,24,@,3,10,20.4,4,4,.800,0,8,45,3,45,,8,6,23,2,25-022,18,1988-02-12,36:00,12,Hakeem Olajuwon
1,POR,.375,0,W (+12),HOU,23,@,4,6,13.0,6,4,.833,0,5,46,3,46,,9,1,24,2,25-024,9,1988-02-14,33:00,8,Hakeem Olajuwon
1,GSW,.571,0,W (+5),HOU,25,,4,11,22.8,3,2,.818,0,9,47,4,47,,8,3,14,2,25-026,10,1988-02-16,42:00,7,Hakeem Olajuwon
1,LAL,.368,0,L (-15),HOU,20,,4,7,15.2,4,1,.857,0,6,48,0,48,,7,5,19,3,25-028,20,1988-02-18,42:00,15,Hakeem Olajuwon
1,WSB,.550,0,W (+6),HOU,23,,5,2,13.9,3,3,.500,0,1,49,0,49,,11,1,20,1,25-030,12,1988-02-20,43:00,11,Hakeem Olajuwon
1,PHI,.538,0,W (+13),HOU,18,,2,4,18.5,5,1,1.000,0,4,50,6,50,,7,4,13,1,25-032,11,1988-02-22,36:00,7,Hakeem Olajuwon
1,DAL,.538,0,L (-2),HOU,20,,3,9,11.4,5,1,.667,0,6,51,0,51,,7,2,13,0,25-035,8,1988-02-25,37:00,6,Hakeem Olajuwon
1,SAS,.529,0,L (-4),HOU,20,@,6,2,11.0,5,1,1.000,0,2,52,1,52,,9,4,17,1,25-036,11,1988-02-26,35:00,7,Hakeem Olajuwon
1,SAS,.556,0,W (+13),HOU,26,,3,10,25.5,1,3,.600,0,6,53,1,53,,10,7,18,3,25-038,15,1988-02-28,37:00,8,Hakeem Olajuwon
1,UTA,.414,0,L (-1),HOU,27,@,4,3,16.6,5,4,1.000,0,3,54,3,54,,12,4,29,1,25-040,12,1988-03-01,38:00,8,Hakeem Olajuwon
1,GSW,.737,0,W (+7),HOU,32,@,3,7,28.6,4,2,.571,0,4,55,3,55,,14,3,19,0,25-041,18,1988-03-02,39:00,15,Hakeem Olajuwon
1,DAL,.556,0,L (-8),HOU,22,@,1,2,17.6,4,1,1.000,0,2,56,3,56,,10,1,18,0,25-043,12,1988-03-04,43:00,11,Hakeem Olajuwon
1,SAC,.643,0,W (+11),HOU,24,,1,8,22.6,4,3,.750,0,6,57,2,57,,9,2,14,0,25-044,13,1988-03-05,37:00,11,Hakeem Olajuwon
1,DEN,.611,0,W (+10),HOU,25,@,2,3,22.4,5,2,1.000,0,3,58,4,58,,11,3,18,0,25-047,14,1988-03-08,23:00,11,Hakeem Olajuwon
1,POR,.440,0,L (-3),HOU,28,,4,10,24.9,5,1,.600,0,6,59,3,59,,11,7,25,6,25-049,20,1988-03-10,41:00,13,Hakeem Olajuwon
1,GSW,.667,0,W (+13),HOU,25,,3,6,22.4,4,2,.833,0,5,60,2,60,,10,1,15,3,25-052,9,1988-03-13,33:00,8,Hakeem Olajuwon
1,LAC,.478,0,W (+6),HOU,30,,1,10,23.9,3,0,.800,0,8,61,3,61,,11,1,23,4,25-054,7,1988-03-15,36:00,6,Hakeem Olajuwon
1,SEA,.643,0,W (+9),HOU,24,,2,6,22.6,2,3,1.000,0,6,62,0,62,,9,3,14,1,25-056,11,1988-03-17,29:00,8,Hakeem Olajuwon
1,SAC,.524,0,L (-17),HOU,29,@,0,8,27.4,2,3,.875,0,7,63,0,63,,11,3,21,3,25-058,12,1988-03-19,34:00,9,Hakeem Olajuwon
1,LAL,.300,0,L (-22),HOU,11,@,1,8,8.5,3,0,.625,0,5,64,1,64,,3,0,10,3,25-061,10,1988-03-22,28:00,10,Hakeem Olajuwon
1,NYK,.667,0,W (+17),HOU,26,,3,2,25.0,3,3,1.000,0,2,65,2,65,,12,5,18,1,25-063,15,1988-03-24,34:00,10,Hakeem Olajuwon
1,POR,.407,0,W (+6),HOU,29,,2,10,28.8,5,5,.700,1,7,66,3,66,.000,11,9,27,4,25-065,21,1988-03-26,43:00,12,Hakeem Olajuwon
1,NYK,.533,0,L (-6),HOU,23,@,2,11,27.3,4,2,.636,0,7,67,2,67,,8,8,15,6,25-072,16,1988-04-02,35:00,8,Hakeem Olajuwon
1,DEN,.467,0,L (-13),HOU,19,,5,5,14.1,4,3,1.000,0,5,68,1,68,,7,2,15,1,25-075,16,1988-04-05,41:00,14,Hakeem Olajuwon
1,UTA,.450,0,W (+6),HOU,22,,6,10,17.9,4,2,.400,0,4,69,6,69,,9,8,20,3,25-077,15,1988-04-07,35:00,7,Hakeem Olajuwon
1,SEA,.412,0,W (+4),HOU,23,@,1,11,20.8,4,3,.818,0,9,70,1,70,,7,5,17,1,25-079,15,1988-04-09,35:00,10,Hakeem Olajuwon
1,LAC,.571,0,L (-17),HOU,19,@,6,4,11.7,4,3,.750,0,3,71,1,71,,8,2,14,1,25-080,9,1988-04-10,28:00,7,Hakeem Olajuwon
1,SAS,.450,0,L (-8),HOU,26,@,10,12,16.6,3,2,.667,1,8,72,2,72,.000,9,5,20,3,25-082,20,1988-04-12,38:00,15,Hakeem Olajuwon
1,SAC,.500,0,W (+18),HOU,20,,6,4,12.8,2,1,1.000,0,4,73,3,73,,8,2,16,1,25-084,10,1988-04-14,35:00,8,Hakeem Olajuwon
1,DEN,.571,0,L (-7),HOU,27,@,5,5,16.3,5,0,.600,0,3,74,3,74,,12,3,21,1,25-085,9,1988-04-15,32:00,6,Hakeem Olajuwon
1,LAL,.654,0,W (+8),HOU,38,,3,6,30.3,6,3,.667,0,4,75,5,75,,17,3,26,1,25-087,7,1988-04-17,42:00,4,Hakeem Olajuwon
1,DAL,.552,0,L (-8),HOU,33,,2,2,23.5,2,0,.500,0,1,76,1,76,,16,3,29,3,25-089,9,1988-04-19,42:00,6,Hakeem Olajuwon
1,SAS,.600,0,L (-1),HOU,38,,1,8,41.7,4,10,1.000,0,8,77,4,77,,15,0,25,5,25-091,10,1988-04-21,42:00,10,Hakeem Olajuwon
1,UTA,.588,0,L (-18),HOU,22,@,2,10,18.6,4,1,.200,0,2,78,0,78,,10,5,17,5,25-093,12,1988-04-23,29:00,7,Hakeem Olajuwon
1,PHO,.429,0,W (+8),HOU,26,,2,11,22.5,4,4,.727,0,8,79,2,79,,9,7,21,0,25-094,18,1988-04-24,37:00,11,Hakeem Olajuwon
