gs,opp_id,fg_pct,fg3,game_result,team_id,pts,game_location,tov,fta,game_score,pf,blk,ft_pct,fg3a,ft,ranker,ast,game_season,fg3_pct,fg,orb,fga,stl,age,trb,date_game,mp,drb,player_name
1,GSW,.409,1,W (+10),HOU,19,@,3,0,10.1,6,4,,1,0,68,3,68,1.000,9,0,22,1,31-068,8,1994-03-30,34:00,8,Hakeem Olajuwon
1,LAL,.478,0,L (-13),HOU,28,@,0,10,25.8,3,4,.600,0,6,69,3,69,,11,2,23,3,31-070,12,1994-04-01,43:00,10,Hakeem Olajuwon
1,LAC,.607,0,W (+8),HOU,39,@,5,7,30.5,0,6,.714,0,5,70,2,70,,17,3,28,0,31-072,11,1994-04-03,44:00,8,Hakeem Olajuwon
1,GSW,.522,1,W (+32),HOU,26,,0,1,34.2,3,4,1.000,1,1,71,10,71,1.000,12,5,23,5,31-076,13,1994-04-07,37:00,8,Hakeem Olajuwon
1,SAS,.438,0,W (+11),HOU,20,,1,7,20.6,5,2,.857,0,6,72,7,72,,7,3,16,1,31-078,13,1994-04-09,38:00,10,Hakeem Olajuwon
1,DEN,.407,0,W (+1),HOU,31,@,2,12,23.3,3,5,.750,0,9,73,1,73,,11,6,27,1,31-079,12,1994-04-10,44:00,6,Hakeem Olajuwon
1,MIN,.621,0,W (+9),HOU,42,,3,7,31.4,4,3,.857,1,6,74,2,74,.000,18,0,29,1,31-081,10,1994-04-12,45:00,10,Hakeem Olajuwon
1,SAC,.625,0,W (+5),HOU,34,,7,5,29.2,3,6,.800,0,4,75,5,75,,15,0,24,3,31-083,13,1994-04-14,46:00,13,Hakeem Olajuwon
1,SEA,.650,0,L (-3),HOU,31,@,5,5,26.3,4,2,1.000,0,5,76,5,76,,13,1,20,3,31-085,8,1994-04-16,44:00,7,Hakeem Olajuwon
1,POR,.611,0,W (+9),HOU,29,@,3,10,23.8,6,2,.700,0,7,77,4,77,,11,2,18,1,31-086,12,1994-04-17,44:00,10,Hakeem Olajuwon
1,SAS,.344,0,L (-10),HOU,25,@,2,5,14.1,5,5,.600,2,3,78,3,78,.000,11,5,32,1,31-088,11,1994-04-19,44:00,6,Hakeem Olajuwon
1,DAL,.643,0,W (+26),HOU,21,,3,4,23.9,2,6,.750,0,3,79,3,79,,9,2,14,2,31-090,14,1994-04-21,32:00,12,Hakeem Olajuwon
1,DEN,.714,0,L (-8),HOU,34,,3,6,34.3,5,8,.667,0,4,80,5,80,,15,2,21,1,31-093,13,1994-04-24,38:00,11,Hakeem Olajuwon
