gs,opp_id,fg_pct,fg3,game_result,team_id,pts,game_location,tov,fta,game_score,pf,blk,ft_pct,fg3a,ft,ranker,ast,game_season,fg3_pct,fg,orb,fga,stl,age,trb,date_game,mp,drb,player_name
1,DEN,.609,0,L (-3),HOU,39,@,4,17,31.2,5,0,.647,0,11,1,0,1,,14,6,23,3,25-288,19,1988-11-04,34:00,13,Hakeem Olajuwon
1,DAL,.500,0,L (-1),HOU,33,,2,15,32.9,2,6,.733,0,11,2,0,2,,11,4,22,5,25-289,15,1988-11-05,44:00,11,Hakeem Olajuwon
1,SAS,.500,0,W (+18),HOU,18,,1,2,19.5,3,4,1.000,0,2,3,0,3,,8,4,16,4,25-292,11,1988-11-08,31:00,7,Hakeem Olajuwon
1,UTA,.542,0,W (+7),HOU,35,,9,15,24.5,3,2,.600,1,9,4,0,4,.000,13,4,24,5,25-294,19,1988-11-10,40:00,15,Hakeem Olajuwon
1,MIA,.625,0,W (+21),HOU,19,@,3,9,22.1,4,2,1.000,0,9,5,0,5,,5,5,8,4,25-295,13,1988-11-11,24:00,8,Hakeem Olajuwon
1,SAC,.632,0,W (+2),HOU,34,,3,12,28.6,6,4,.833,0,10,6,0,6,,12,2,19,3,25-297,9,1988-11-13,32:00,7,Hakeem Olajuwon
1,NYK,.684,0,L (-5),HOU,28,,7,4,23.3,5,1,.500,0,2,7,1,7,,13,5,19,5,25-299,16,1988-11-15,33:00,11,Hakeem Olajuwon
1,MIA,.750,0,W (+6),HOU,29,,7,13,23.0,5,3,.846,0,11,8,1,8,,9,4,12,0,25-301,14,1988-11-17,30:00,10,Hakeem Olajuwon
1,DET,.480,0,W (+11),HOU,34,,0,15,30.6,6,6,.667,0,10,9,1,9,,12,3,25,4,25-303,12,1988-11-19,39:00,9,Hakeem Olajuwon
1,ATL,.381,0,W (+4),HOU,18,,3,2,17.9,4,6,1.000,1,2,10,6,10,.000,8,1,21,3,25-305,14,1988-11-21,43:00,13,Hakeem Olajuwon
1,UTA,.478,0,L (-3),HOU,31,@,1,15,30.4,1,7,.600,0,9,11,2,11,,11,6,23,2,25-307,14,1988-11-23,45:00,8,Hakeem Olajuwon
1,POR,.500,0,L (-17),HOU,10,@,5,1,4.3,4,2,.000,0,0,12,1,12,,5,2,10,1,25-309,8,1988-11-25,19:00,6,Hakeem Olajuwon
1,GSW,.500,0,W (+10),HOU,18,@,4,7,18.6,4,9,.571,0,4,13,2,13,,7,3,14,1,25-310,15,1988-11-26,32:00,12,Hakeem Olajuwon
1,PHO,.500,0,L (-17),HOU,16,,3,4,14.5,3,3,1.000,0,4,14,3,14,,6,3,12,0,25-313,11,1988-11-29,36:00,8,Hakeem Olajuwon
