gs,opp_id,fg_pct,fg3,game_result,team_id,pts,game_location,tov,fta,game_score,pf,blk,ft_pct,fg3a,ft,ranker,ast,game_season,fg3_pct,fg,orb,fga,stl,age,trb,date_game,mp,drb,player_name
1,DAL,.611,0,W (+10),HOU,24,@,3,5,16.5,4,1,.400,0,2,1,1,1,,11,6,18,0,21-280,9,1984-10-27,28:00,3,Hakeem Olajuwon
1,DAL,.333,0,W (+22),HOU,10,,1,1,4.9,5,1,.000,0,0,2,2,2,,5,5,15,0,21-283,9,1984-10-30,22:00,4,Hakeem Olajuwon
1,KCK,.909,0,W (+3),HOU,25,@,3,6,30.5,5,6,.833,0,5,3,3,3,,10,6,11,2,21-285,13,1984-11-01,38:00,7,Hakeem Olajuwon
1,NYK,.438,0,W (+12),HOU,15,,2,6,9.4,3,4,.167,0,1,4,0,4,,7,3,16,1,21-287,10,1984-11-03,33:00,7,Hakeem Olajuwon
1,KCK,.615,0,W (+14),HOU,23,,4,12,19.7,4,4,.583,0,7,5,1,5,,8,6,13,1,21-290,11,1984-11-06,41:00,5,Hakeem Olajuwon
1,SEA,.727,0,W (+10),HOU,16,,3,0,16.1,1,4,,0,0,6,3,6,,8,0,11,1,21-292,7,1984-11-08,36:00,7,Hakeem Olajuwon
1,LAC,.524,0,W (+25),HOU,27,,1,5,21.8,5,2,1.000,0,5,7,1,7,,11,4,21,2,21-294,8,1984-11-10,28:00,4,Hakeem Olajuwon
1,CLE,.615,0,W (+8),HOU,19,,3,6,20.2,2,2,.500,0,3,8,2,8,,8,8,13,1,21-297,17,1984-11-13,31:00,9,Hakeem Olajuwon
1,IND,.304,0,L (-8),HOU,20,@,4,9,10.0,5,1,.667,0,6,9,2,9,,7,6,23,3,21-298,10,1984-11-14,35:00,4,Hakeem Olajuwon
1,DEN,.462,0,L (-17),HOU,15,@,2,6,8.9,5,2,.500,0,3,10,1,10,,6,4,13,0,21-300,7,1984-11-16,30:00,3,Hakeem Olajuwon
1,SAS,.583,0,W (+8),HOU,14,,2,1,7.0,5,1,.000,0,0,11,1,11,,7,0,12,1,21-301,2,1984-11-17,24:00,2,Hakeem Olajuwon
1,DET,.529,0,W (+6),HOU,26,,3,15,21.5,4,3,.533,0,8,12,1,12,,9,9,17,0,21-304,16,1984-11-20,38:00,7,Hakeem Olajuwon
1,UTA,.308,0,L (-13),HOU,13,@,3,7,10.5,6,5,.714,0,5,13,0,13,,4,8,13,0,21-307,15,1984-11-23,32:00,7,Hakeem Olajuwon
1,DAL,.000,0,L (-18),HOU,1,@,5,2,-4.4,4,0,.500,0,1,14,1,14,,0,1,1,0,21-308,4,1984-11-24,15:00,3,Hakeem Olajuwon
1,SAS,.550,0,W (+17),HOU,27,@,5,7,21.0,4,0,.714,0,5,15,1,15,,11,9,20,1,21-311,19,1984-11-27,41:00,10,Hakeem Olajuwon
1,BOS,.333,0,L (-10),HOU,14,,2,2,10.3,2,1,1.000,0,2,16,0,16,,6,8,18,0,21-312,18,1984-11-28,36:00,10,Hakeem Olajuwon
1,ATL,.444,0,W (+14),HOU,9,@,5,6,5.5,6,1,.167,0,1,17,2,17,,4,4,9,3,21-314,13,1984-11-30,26:00,9,Hakeem Olajuwon
1,SEA,.333,0,L (-8),HOU,12,,3,4,9.6,5,3,1.000,0,4,18,4,18,,4,3,12,0,21-315,11,1984-12-01,33:00,8,Hakeem Olajuwon
1,LAC,.522,0,L (-16),HOU,30,,5,10,25.7,4,4,.600,0,6,19,1,19,,12,10,23,2,21-318,19,1984-12-04,46:00,9,Hakeem Olajuwon
1,GSW,.818,0,L (-1),HOU,42,@,3,9,37.4,4,5,.667,0,6,20,0,20,,18,5,22,0,21-320,13,1984-12-06,45:00,8,Hakeem Olajuwon
1,POR,.467,0,W (+7),HOU,21,@,3,9,19.6,6,4,.778,0,7,21,3,21,,7,5,15,2,21-322,12,1984-12-08,33:00,7,Hakeem Olajuwon
1,SEA,.368,0,L (-6),HOU,15,@,4,5,6.6,4,0,.200,0,1,22,1,22,,7,5,19,3,21-323,12,1984-12-09,40:00,7,Hakeem Olajuwon
1,PHO,.643,0,L (-8),HOU,22,@,2,6,19.9,2,2,.667,0,4,23,2,23,,9,4,14,0,21-325,11,1984-12-11,39:00,7,Hakeem Olajuwon
1,ATL,.455,0,W (+3),HOU,15,,4,9,11.2,5,4,.556,0,5,24,3,24,,5,3,11,1,21-327,8,1984-12-13,37:00,5,Hakeem Olajuwon
1,DAL,.769,0,W (+2),HOU,23,,3,6,16.6,6,0,.500,0,3,25,2,25,,10,2,13,1,21-329,7,1984-12-15,29:00,5,Hakeem Olajuwon
1,CHI,.588,0,W (+8),HOU,24,@,4,6,15.6,5,0,.667,0,4,26,1,26,,10,4,17,1,21-332,10,1984-12-18,37:00,6,Hakeem Olajuwon
1,LAL,.462,0,L (-7),HOU,18,,3,10,11.6,6,2,.600,0,6,27,0,27,,6,3,13,2,21-333,9,1984-12-19,33:00,6,Hakeem Olajuwon
1,DEN,.778,0,W (+18),HOU,16,,3,9,10.4,5,0,.222,0,2,28,3,28,,7,1,9,2,21-336,4,1984-12-22,20:00,3,Hakeem Olajuwon
1,MIL,.571,0,L (-10),HOU,21,@,4,10,14.5,4,3,.500,0,5,29,1,29,,8,3,14,1,21-340,9,1984-12-26,37:00,6,Hakeem Olajuwon
1,KCK,.500,0,L (-4),HOU,26,@,2,14,24.4,5,5,.571,0,8,30,0,30,,9,8,18,2,21-341,17,1984-12-27,42:00,9,Hakeem Olajuwon
1,POR,.529,0,W (+16),HOU,26,,2,14,26.3,3,3,.571,0,8,31,2,31,,9,9,17,2,21-343,17,1984-12-29,32:00,8,Hakeem Olajuwon
1,DEN,.476,0,W (+2),HOU,27,@,6,10,19.2,3,5,.700,0,7,32,1,32,,10,8,21,0,21-347,13,1985-01-02,40:00,5,Hakeem Olajuwon
1,GSW,.588,0,W (+9),HOU,21,@,4,3,14.9,4,3,.333,0,1,33,0,33,,10,4,17,0,21-350,15,1985-01-05,39:00,11,Hakeem Olajuwon
1,UTA,.571,0,L (-29),HOU,29,@,3,6,27.2,4,2,.833,0,5,34,1,34,,12,14,21,0,21-351,18,1985-01-06,37:00,4,Hakeem Olajuwon
1,KCK,.524,0,W (+2),HOU,24,,1,3,21.8,2,2,.667,0,2,35,1,35,,11,9,21,1,21-353,12,1985-01-08,31:00,3,Hakeem Olajuwon
1,PHI,.600,0,L (-7),HOU,16,@,2,4,13.5,6,2,1.000,0,4,36,1,36,,6,5,10,0,21-356,8,1985-01-11,27:00,3,Hakeem Olajuwon
1,NJN,.591,0,L (-1),HOU,28,@,3,5,21.7,4,1,.400,0,2,37,1,37,,13,6,22,2,21-358,13,1985-01-13,42:00,7,Hakeem Olajuwon
1,POR,.750,0,L (-4),HOU,29,@,6,7,26.1,5,8,.714,0,5,38,1,38,,12,5,16,1,21-360,10,1985-01-15,39:00,5,Hakeem Olajuwon
1,LAC,.778,0,L (-10),HOU,16,@,2,4,16.2,5,3,.500,0,2,39,0,39,,7,3,9,1,21-361,14,1985-01-16,43:00,11,Hakeem Olajuwon
1,PHO,.444,0,W (+11),HOU,11,@,1,5,10.7,6,2,.600,0,3,40,1,40,,4,2,9,3,21-363,9,1985-01-18,30:00,7,Hakeem Olajuwon
1,UTA,.565,0,W (+25),HOU,34,,2,12,34.9,2,0,.667,0,8,41,4,41,,13,11,23,3,21-364,20,1985-01-19,40:00,9,Hakeem Olajuwon
1,PHO,.429,0,W (+4),HOU,19,,3,14,16.9,5,2,.929,0,13,42,1,42,,3,2,7,2,22-001,7,1985-01-22,30:00,5,Hakeem Olajuwon
1,SAS,.556,0,L (-15),HOU,22,,4,5,19.7,3,1,.400,0,2,43,4,43,,10,9,18,2,22-004,12,1985-01-25,44:00,3,Hakeem Olajuwon
