gs,opp_id,fg_pct,fg3,game_result,team_id,pts,game_location,tov,fta,game_score,pf,blk,ft_pct,fg3a,ft,ranker,ast,game_season,fg3_pct,fg,orb,fga,stl,age,trb,date_game,mp,drb,player_name
1,SEA,.591,0,L (-1),HOU,36,,3,14,32.8,2,1,.714,0,10,47,5,47,,13,4,22,3,33-013,12,1996-02-03,47:00,8,Hakeem Olajuwon
1,SEA,.474,0,L (-5),HOU,21,@,3,4,13.0,4,1,.750,0,3,48,2,48,,9,3,19,1,33-016,8,1996-02-06,43:00,5,Hakeem Olajuwon
1,LAC,.474,0,W (+8),HOU,26,@,3,9,20.8,4,4,.889,0,8,49,1,49,,9,3,19,0,33-017,16,1996-02-07,39:00,13,Hakeem Olajuwon
1,DAL,.438,0,W (+15),HOU,16,,5,2,8.9,5,2,1.000,0,2,50,3,50,,7,2,16,1,33-023,10,1996-02-13,34:00,8,Hakeem Olajuwon
1,SAS,.550,0,W (+4),HOU,24,,5,4,16.6,4,1,.500,0,2,51,9,51,,11,2,20,0,33-025,6,1996-02-15,35:00,4,Hakeem Olajuwon
1,SAS,.444,0,L (-14),HOU,18,@,2,3,14.9,5,7,.667,0,2,52,2,52,,8,1,18,1,33-028,10,1996-02-18,40:00,9,Hakeem Olajuwon
1,SAC,.486,0,W (+7),HOU,40,,2,8,30.0,3,4,.750,0,6,53,4,53,,17,3,35,1,33-029,13,1996-02-19,46:00,10,Hakeem Olajuwon
1,MIN,.524,0,L (-19),HOU,30,@,7,10,22.0,4,4,.800,0,8,54,1,54,,11,3,21,4,33-031,10,1996-02-21,39:00,7,Hakeem Olajuwon
1,CLE,.313,0,W (+6),HOU,13,@,2,4,6.0,2,1,.750,1,3,55,1,55,.000,5,0,16,1,33-032,10,1996-02-22,45:00,10,Hakeem Olajuwon
1,LAL,.448,0,W (+2),HOU,29,,4,6,18.9,3,0,.500,0,3,56,6,56,,13,3,29,3,33-034,10,1996-02-24,43:00,7,Hakeem Olajuwon
1,TOR,.571,0,W (+5),HOU,35,,5,16,31.1,3,5,.688,0,11,57,2,57,,12,7,21,2,33-037,15,1996-02-27,36:00,8,Hakeem Olajuwon
1,PHI,.600,0,W (+14),HOU,42,,6,17,33.2,1,3,.706,1,12,58,5,58,.000,15,3,25,1,33-039,11,1996-02-29,43:00,8,Hakeem Olajuwon
1,LAL,.706,0,W (+4),HOU,29,@,4,7,30.3,3,3,.714,0,5,59,6,59,,12,3,17,3,33-042,13,1996-03-03,41:00,10,Hakeem Olajuwon
1,POR,.393,0,W (+7),HOU,23,@,3,1,15.1,5,2,1.000,0,1,60,9,60,,11,2,28,2,33-044,6,1996-03-05,39:00,4,Hakeem Olajuwon
1,GSW,.519,0,L (-9),HOU,34,@,4,8,24.0,2,2,.750,0,6,61,2,61,,14,2,27,2,33-046,11,1996-03-07,44:00,9,Hakeem Olajuwon
1,UTA,.421,0,L (-20),HOU,20,@,4,8,10.8,2,3,.500,0,4,62,4,62,,8,0,19,0,33-047,8,1996-03-08,31:00,8,Hakeem Olajuwon
1,VAN,.615,0,W (+6),HOU,42,@,1,11,41.2,2,3,.909,1,10,63,3,63,.000,16,4,26,2,33-049,18,1996-03-10,43:00,14,Hakeem Olajuwon
1,ATL,.810,0,W (+8),HOU,38,,4,6,32.6,5,2,.667,0,4,64,6,64,,17,0,21,1,33-053,9,1996-03-14,39:00,9,Hakeem Olajuwon
1,MIA,.556,0,L (-24),HOU,26,,2,8,23.1,4,2,.750,0,6,65,3,65,,10,0,18,3,33-055,12,1996-03-16,38:00,12,Hakeem Olajuwon
1,MIN,.696,0,L (-5),HOU,46,,6,18,46.7,3,3,.778,0,14,66,8,66,,16,7,23,3,33-062,19,1996-03-23,44:00,12,Hakeem Olajuwon
1,VAN,.533,0,W (+6),HOU,20,,5,4,16.3,3,1,1.000,0,4,67,5,67,,8,2,15,3,33-079,6,1996-04-09,32:00,4,Hakeem Olajuwon
1,DEN,.636,0,W (+4),HOU,37,,2,12,30.6,4,4,.750,0,9,68,0,68,,14,1,22,2,33-081,10,1996-04-11,36:00,9,Hakeem Olajuwon
1,DAL,.619,0,W (+1),HOU,31,,5,6,30.4,5,10,.833,0,5,69,6,69,,13,3,21,0,33-083,13,1996-04-13,32:00,10,Hakeem Olajuwon
1,SEA,.667,0,L (-6),HOU,25,,5,7,21.4,5,2,.714,0,5,70,5,70,,10,3,15,1,33-085,12,1996-04-15,40:00,9,Hakeem Olajuwon
1,LAC,.583,0,W (+8),HOU,35,,2,8,30.9,3,3,.875,0,7,71,4,71,,14,1,24,3,33-088,8,1996-04-18,42:00,7,Hakeem Olajuwon
1,PHO,.667,0,W (+8),HOU,14,,1,2,14.3,1,3,1.000,0,2,72,1,72,,6,0,9,1,33-091,6,1996-04-21,25:00,6,Hakeem Olajuwon
