gs,opp_id,fg_pct,fg3,game_result,team_id,pts,game_location,tov,fta,game_score,pf,blk,ft_pct,fg3a,ft,ranker,ast,game_season,fg3_pct,fg,orb,fga,stl,age,trb,date_game,mp,drb,player_name
1,CLE,.692,0,W (+9),HOU,19,,5,2,25.4,3,8,.500,0,1,37,6,37,,9,5,13,1,26-361,19,1990-01-17,38:00,14,Hakeem Olajuwon
1,WSB,.526,0,W (+20),HOU,23,,4,5,25.3,1,4,.600,0,3,38,5,38,,10,8,19,1,26-364,21,1990-01-20,39:00,13,Hakeem Olajuwon
1,DEN,.444,0,W (+12),HOU,24,,4,1,12.8,4,4,.000,0,0,39,1,39,,12,3,27,0,27-001,14,1990-01-22,35:00,11,Hakeem Olajuwon
1,UTA,.375,0,L (-8),HOU,20,@,1,4,10.1,4,2,.500,0,2,40,0,40,,9,5,24,0,27-002,11,1990-01-23,38:00,6,Hakeem Olajuwon
1,LAC,.583,0,W (+1),HOU,15,,3,4,12.3,3,2,.250,0,1,41,2,41,,7,2,12,2,27-004,9,1990-01-25,37:00,7,Hakeem Olajuwon
1,DAL,.722,0,L (-7),HOU,32,,5,7,34.8,3,4,.857,0,6,42,4,42,,13,8,18,2,27-006,20,1990-01-27,42:00,12,Hakeem Olajuwon
1,DAL,.500,0,L (-7),HOU,25,@,4,9,17.1,4,4,.556,0,5,43,3,43,,10,2,20,0,27-010,12,1990-01-31,33:00,10,Hakeem Olajuwon
1,CHI,.769,0,W (+27),HOU,23,,5,4,24.3,4,7,.750,0,3,44,5,44,,10,0,13,2,27-011,10,1990-02-01,35:00,10,Hakeem Olajuwon
1,PHO,.357,0,L (-25),HOU,12,@,5,2,6.7,3,0,1.000,0,2,45,5,45,,5,3,14,1,27-013,10,1990-02-03,36:00,7,Hakeem Olajuwon
1,MIN,.529,0,W (+7),HOU,23,,4,7,23.0,4,6,.714,0,5,46,2,46,,9,3,17,4,27-016,13,1990-02-06,39:00,10,Hakeem Olajuwon
1,ATL,.632,0,L (-2),HOU,27,,1,4,29.4,5,3,.750,0,3,47,5,47,,12,3,19,3,27-018,15,1990-02-08,42:00,12,Hakeem Olajuwon
1,BOS,.417,0,L (-13),HOU,22,,5,2,14.4,4,4,1.000,0,2,48,1,48,,10,3,24,2,27-023,17,1990-02-13,45:00,14,Hakeem Olajuwon
1,NYK,.409,0,W (+19),HOU,25,,2,10,22.8,6,8,.700,0,7,49,3,49,,9,5,22,1,27-025,15,1990-02-15,38:00,10,Hakeem Olajuwon
1,SAS,.320,0,L (-2),HOU,19,,5,3,14.5,5,4,1.000,0,3,50,0,50,,8,9,25,5,27-027,18,1990-02-17,35:00,9,Hakeem Olajuwon
1,CHI,.591,0,L (-5),HOU,32,@,4,8,32.1,4,9,.750,0,6,51,1,51,,13,4,22,3,27-029,17,1990-02-19,46:00,13,Hakeem Olajuwon
1,MIN,.500,0,L (-5),HOU,22,@,2,4,20.8,3,3,.500,0,2,52,2,52,,10,0,20,6,27-030,11,1990-02-20,41:00,11,Hakeem Olajuwon
1,NJN,.467,0,W (+10),HOU,16,@,1,4,13.3,3,2,.500,0,2,53,1,53,,7,3,15,2,27-033,9,1990-02-23,23:00,6,Hakeem Olajuwon
1,ATL,.227,0,L (-8),HOU,22,@,4,14,20.6,2,7,.857,0,12,54,4,54,,5,8,22,1,27-034,19,1990-02-24,46:00,11,Hakeem Olajuwon
1,DET,.577,0,L (-4),HOU,37,@,2,10,33.2,5,5,.700,0,7,55,2,55,,15,3,26,0,27-037,25,1990-02-27,50:00,22,Hakeem Olajuwon
1,PHO,.500,0,W (+8),HOU,41,,2,11,37.9,4,7,1.000,0,11,56,4,56,,15,4,30,2,27-039,14,1990-03-01,41:00,10,Hakeem Olajuwon
1,GSW,.520,0,W (+20),HOU,29,,0,4,41.1,5,11,.750,0,3,57,9,57,,13,6,25,5,27-041,18,1990-03-03,40:00,12,Hakeem Olajuwon
1,SAS,.593,0,W (+4),HOU,37,@,3,6,33.5,4,4,.833,0,5,58,4,58,,16,3,27,3,27-043,14,1990-03-05,40:00,11,Hakeem Olajuwon
1,LAL,.467,0,W (+17),HOU,27,,4,16,29.2,5,8,.813,0,13,59,3,59,,7,3,15,4,27-044,14,1990-03-06,40:00,11,Hakeem Olajuwon
1,SEA,.737,0,W (+14),HOU,30,,7,2,23.5,3,5,1.000,0,2,60,3,60,,14,1,19,1,27-046,8,1990-03-08,36:00,7,Hakeem Olajuwon
1,DAL,.421,0,W (+10),HOU,25,,6,14,22.5,1,8,.643,0,9,61,2,61,,8,3,19,3,27-048,16,1990-03-10,44:00,13,Hakeem Olajuwon
1,DEN,.400,0,L (-3),HOU,25,@,4,8,21.2,4,4,.625,0,5,62,6,62,,10,2,25,3,27-051,19,1990-03-13,42:00,17,Hakeem Olajuwon
1,SAC,.318,0,W (+6),HOU,17,@,3,4,17.5,5,8,.750,0,3,63,1,63,,7,4,22,4,27-053,22,1990-03-15,46:00,18,Hakeem Olajuwon
1,LAC,.400,0,L (-23),HOU,19,@,2,4,17.2,4,6,.750,0,3,64,2,64,,8,7,20,1,27-054,12,1990-03-16,35:00,5,Hakeem Olajuwon
1,POR,.579,0,L (-13),HOU,28,@,2,8,21.8,4,0,.750,0,6,65,0,65,,11,4,19,1,27-056,15,1990-03-18,39:00,11,Hakeem Olajuwon
1,POR,.471,0,L (-10),HOU,21,,6,6,19.4,5,7,.833,1,5,66,2,66,.000,8,3,17,2,27-058,20,1990-03-20,40:00,17,Hakeem Olajuwon
1,DET,.450,0,W (+5),HOU,26,,3,10,23.2,6,3,.800,0,8,67,3,67,,9,4,20,5,27-060,10,1990-03-22,45:00,6,Hakeem Olajuwon
1,GSW,.643,0,L (-5),HOU,22,,5,5,22.5,5,5,.800,1,4,68,3,68,.000,9,4,14,3,27-062,13,1990-03-24,44:00,9,Hakeem Olajuwon
1,SAS,.478,0,W (+18),HOU,27,,3,5,28.8,2,6,1.000,0,5,69,3,69,,11,4,23,4,27-064,18,1990-03-26,38:00,14,Hakeem Olajuwon
1,MIL,.429,0,W (+26),HOU,18,,5,8,26.1,4,11,.750,0,6,70,10,70,,6,6,14,1,27-067,16,1990-03-29,40:00,10,Hakeem Olajuwon
1,MIN,.348,0,W (+8),HOU,24,,8,10,16.9,5,5,.800,0,8,71,5,71,,8,7,23,2,27-069,16,1990-03-31,43:00,9,Hakeem Olajuwon
1,PHI,.409,0,L (-21),HOU,19,@,5,4,12.7,1,5,.250,0,1,72,3,72,,9,4,22,1,27-072,13,1990-04-03,37:00,9,Hakeem Olajuwon
1,WSB,.593,0,L (-11),HOU,36,@,3,6,31.5,5,4,.667,0,4,73,3,73,,16,7,27,1,27-075,17,1990-04-06,41:00,10,Hakeem Olajuwon
1,ORL,.636,0,W (+23),HOU,20,@,1,6,23.2,3,4,1.000,0,6,74,3,74,,7,2,11,1,27-077,12,1990-04-08,28:00,10,Hakeem Olajuwon
1,CHH,.526,0,W (+3),HOU,27,@,6,8,26.1,4,2,.875,0,7,75,5,75,,10,2,19,5,27-079,19,1990-04-10,41:00,17,Hakeem Olajuwon
1,CHH,.684,0,W (+7),HOU,34,,2,11,33.8,3,2,.727,0,8,76,2,76,,13,2,19,3,27-081,19,1990-04-12,39:00,17,Hakeem Olajuwon
1,UTA,.444,0,W (+4),HOU,27,@,2,3,19.7,3,5,1.000,1,3,77,1,77,.000,12,3,27,1,27-083,12,1990-04-14,35:00,9,Hakeem Olajuwon
1,LAL,.333,0,L (-11),HOU,12,@,2,4,8.0,5,5,.500,0,2,78,1,78,,5,0,15,3,27-084,7,1990-04-15,35:00,7,Hakeem Olajuwon
1,SAC,.563,0,W (+15),HOU,20,,2,2,16.2,2,4,1.000,0,2,79,1,79,,9,0,16,1,27-086,7,1990-04-17,24:00,7,Hakeem Olajuwon
1,DEN,.618,0,L (-3),HOU,52,,11,13,37.7,6,3,.769,0,10,80,4,80,,21,6,34,3,27-088,18,1990-04-19,42:00,12,Hakeem Olajuwon
1,DAL,.647,0,L (-1),HOU,23,@,5,5,19.2,4,4,.200,0,1,81,5,81,,11,5,17,0,27-089,12,1990-04-20,42:00,7,Hakeem Olajuwon
1,UTA,.462,0,W (+12),HOU,28,,3,4,25.7,5,6,1.000,0,4,82,3,82,,12,3,26,5,27-091,12,1990-04-22,45:00,9,Hakeem Olajuwon
