gs,opp_id,fg_pct,fg3,game_result,team_id,pts,game_location,tov,fta,game_score,pf,blk,ft_pct,fg3a,ft,ranker,ast,game_season,fg3_pct,fg,orb,fga,stl,age,trb,date_game,mp,drb,player_name
1,UTA,.529,0,W (+4),HOU,27,@,2,14,23.7,3,2,.643,0,9,1,3,1,,9,6,17,1,22-277,11,1985-10-25,42:00,5,Hakeem Olajuwon
1,LAC,.444,0,L (-1),HOU,18,@,4,4,10.0,6,0,.500,0,2,2,4,2,,8,4,18,0,22-278,14,1985-10-26,32:00,10,Hakeem Olajuwon
1,SEA,.429,0,W (+12),HOU,13,,2,1,13.7,4,3,1.000,0,1,3,2,3,,6,4,14,3,22-281,12,1985-10-29,32:00,8,Hakeem Olajuwon
1,SAC,.611,0,L (-6),HOU,30,@,2,9,28.2,6,0,.889,0,8,4,1,4,,11,7,18,2,22-283,19,1985-10-31,33:00,12,Hakeem Olajuwon
1,SAS,.333,0,W (+13),HOU,11,,4,2,2.9,4,0,.500,0,1,5,3,5,,5,4,15,0,22-285,9,1985-11-02,35:00,5,Hakeem Olajuwon
1,POR,.560,0,W (+14),HOU,41,,2,17,39.0,2,3,.765,0,13,6,2,6,,14,11,25,1,22-288,18,1985-11-05,42:00,7,Hakeem Olajuwon
1,LAC,.533,0,W (+22),HOU,19,,4,4,16.9,3,2,.750,0,3,7,6,7,,8,4,15,0,22-290,12,1985-11-07,38:00,8,Hakeem Olajuwon
1,DAL,.615,0,W (+5),HOU,19,@,7,4,16.0,4,3,.750,0,3,8,3,8,,8,2,13,3,22-292,13,1985-11-09,35:00,11,Hakeem Olajuwon
1,DEN,.533,0,W (+8),HOU,20,,2,10,13.1,5,2,.400,0,4,9,2,9,,8,3,15,1,22-295,6,1985-11-12,20:00,3,Hakeem Olajuwon
1,NJN,.444,0,W (+5),HOU,25,,2,11,20.3,2,3,.818,0,9,10,2,10,,8,3,18,0,22-297,12,1985-11-14,38:00,9,Hakeem Olajuwon
1,DAL,.500,0,W (+5),HOU,23,,4,10,19.2,5,2,.700,0,7,11,1,11,,8,7,16,2,22-299,15,1985-11-16,32:00,8,Hakeem Olajuwon
1,DEN,.400,0,L (-14),HOU,23,@,1,6,17.0,4,2,.500,0,3,12,1,12,,10,9,25,2,22-302,12,1985-11-19,34:00,3,Hakeem Olajuwon
1,IND,.667,0,W (+29),HOU,28,,5,9,24.0,4,6,.889,0,8,13,1,13,,10,4,15,0,22-303,10,1985-11-20,30:00,6,Hakeem Olajuwon
1,SEA,.423,0,L (-19),HOU,28,@,3,7,15.5,6,4,.857,0,6,14,1,14,,11,2,26,1,22-305,6,1985-11-22,39:00,4,Hakeem Olajuwon
1,POR,.600,0,L (-7),HOU,37,@,2,9,27.8,5,2,.778,0,7,15,1,15,,15,5,25,0,22-307,10,1985-11-24,37:00,5,Hakeem Olajuwon
1,GSW,.500,0,W (+22),HOU,21,,5,6,14.8,3,4,.833,0,5,16,2,16,,8,3,16,0,22-309,10,1985-11-26,31:00,7,Hakeem Olajuwon
1,LAC,.550,0,W (+7),HOU,36,@,3,18,34.0,4,7,.778,0,14,17,2,17,,11,5,20,1,22-310,15,1985-11-27,45:00,10,Hakeem Olajuwon
1,PHO,.438,0,L (-16),HOU,24,@,2,14,22.9,3,3,.714,0,10,18,2,18,,7,5,16,3,22-312,12,1985-11-29,40:00,7,Hakeem Olajuwon
1,SAC,.750,0,W (+17),HOU,21,,1,12,19.5,3,3,.750,0,9,19,1,19,,6,2,8,0,22-313,5,1985-11-30,30:00,3,Hakeem Olajuwon
1,PHO,.389,0,W (+6),HOU,18,,2,6,19.0,2,6,.667,0,4,20,2,20,,7,7,18,3,22-316,10,1985-12-03,43:00,3,Hakeem Olajuwon
1,LAL,.583,0,L (-8),HOU,29,@,0,5,25.7,5,1,.200,0,1,21,1,21,,14,8,24,3,22-319,13,1985-12-06,40:00,5,Hakeem Olajuwon
1,CHI,.609,0,W (+12),HOU,33,,2,7,33.5,3,6,.714,0,5,22,3,22,,14,8,23,1,22-320,15,1985-12-07,47:00,7,Hakeem Olajuwon
1,UTA,.684,0,W (+29),HOU,27,,1,3,29.0,3,5,.333,0,1,23,2,23,,13,10,19,0,22-323,14,1985-12-10,37:00,4,Hakeem Olajuwon
1,DAL,.480,0,W (+3),HOU,27,,1,5,21.9,4,1,.600,0,3,24,0,24,,12,7,25,3,22-325,15,1985-12-12,38:00,8,Hakeem Olajuwon
1,UTA,.389,0,L (-14),HOU,26,@,4,14,29.4,4,5,.857,0,12,25,2,25,,7,10,18,5,22-327,19,1985-12-14,42:00,9,Hakeem Olajuwon
1,CLE,.375,0,W (+4),HOU,17,@,2,7,11.5,5,3,.714,0,5,26,1,26,,6,4,16,1,22-330,9,1985-12-17,45:00,5,Hakeem Olajuwon
1,PHI,.500,0,L (-18),HOU,14,@,3,9,7.8,6,1,.667,0,6,27,2,27,,4,2,8,0,22-331,5,1985-12-18,25:00,3,Hakeem Olajuwon
1,NJN,.450,0,L (-10),HOU,20,@,3,6,13.8,4,1,.333,0,2,28,3,28,,9,5,20,2,22-333,12,1985-12-20,42:00,7,Hakeem Olajuwon
1,ATL,.533,0,L (-1),HOU,19,@,3,4,18.1,5,8,.750,0,3,29,1,29,,8,3,15,1,22-334,11,1985-12-21,40:00,8,Hakeem Olajuwon
1,UTA,.538,0,W (+7),HOU,21,,5,9,23.8,5,9,.778,0,7,30,1,30,,7,11,13,1,22-339,15,1985-12-26,36:00,4,Hakeem Olajuwon
1,POR,.500,0,W (+10),HOU,30,,0,10,21.9,3,2,.400,0,4,31,1,31,,13,7,26,0,22-341,12,1985-12-28,43:00,5,Hakeem Olajuwon
1,DEN,.556,0,L (-3),HOU,24,@,1,6,15.5,5,2,.667,0,4,32,1,32,,10,0,18,0,22-343,6,1985-12-30,31:00,6,Hakeem Olajuwon
1,GSW,.733,0,W (+5),HOU,22,@,3,2,14.9,5,3,.000,0,0,33,0,33,,11,3,15,0,22-346,5,1986-01-02,27:00,2,Hakeem Olajuwon
1,PHI,.353,0,W (+15),HOU,19,,0,8,17.4,4,4,.875,0,7,34,0,34,,6,0,17,5,22-348,7,1986-01-04,34:00,7,Hakeem Olajuwon
1,GSW,.611,0,W (+9),HOU,26,,3,6,32.6,4,11,.667,0,4,35,7,35,,11,5,18,2,22-351,12,1986-01-07,40:00,7,Hakeem Olajuwon
1,SAS,.300,0,W (+10),HOU,12,,1,8,13.1,3,5,.750,0,6,36,3,36,,3,4,10,0,22-353,9,1986-01-09,29:00,5,Hakeem Olajuwon
1,WSB,.364,0,W (+1),HOU,18,,1,6,14.3,1,4,.333,0,2,37,4,37,,8,4,22,1,22-355,11,1986-01-11,42:00,7,Hakeem Olajuwon
1,UTA,.421,0,L (-3),HOU,23,,4,10,24.0,6,5,.700,0,7,38,2,38,,8,5,19,7,22-358,16,1986-01-14,40:00,11,Hakeem Olajuwon
1,SAS,.545,0,W (+6),HOU,15,@,3,5,14.3,5,1,.600,0,3,39,2,39,,6,5,11,3,22-359,11,1986-01-15,36:00,6,Hakeem Olajuwon
1,NYK,.556,0,W (+9),HOU,24,,1,7,20.4,6,2,.571,0,4,40,0,40,,10,1,18,6,22-362,6,1986-01-18,29:00,5,Hakeem Olajuwon
1,DAL,.565,0,L (-35),HOU,31,@,3,9,30.9,4,5,.556,0,5,41,2,41,,13,10,23,3,22-363,17,1986-01-19,38:00,7,Hakeem Olajuwon
1,SEA,.667,0,W (+4),HOU,21,@,8,7,17.4,5,4,.714,0,5,42,4,42,,8,1,12,4,23-000,8,1986-01-21,44:00,7,Hakeem Olajuwon
1,SAC,.533,0,W (+17),HOU,22,,0,9,18.8,4,3,.667,0,6,43,3,43,,8,1,15,2,23-002,1,1986-01-23,38:00,0,Hakeem Olajuwon
1,DET,.524,0,W (+5),HOU,27,,3,6,23.0,4,2,.833,0,5,44,1,44,,11,7,21,1,23-004,18,1986-01-25,32:00,11,Hakeem Olajuwon
1,CLE,.545,0,W (+7),HOU,21,,6,11,19.5,3,1,.818,0,9,45,3,45,,6,6,11,3,23-007,12,1986-01-28,48:00,6,Hakeem Olajuwon
1,SAC,.444,0,W (+2),HOU,19,@,2,6,17.8,1,6,.500,0,3,46,1,46,,8,3,18,3,23-009,9,1986-01-30,42:00,6,Hakeem Olajuwon
1,CHI,.600,0,L (-10),HOU,33,@,3,6,28.1,4,4,.500,0,3,47,1,47,,15,4,25,4,23-011,11,1986-02-01,39:00,7,Hakeem Olajuwon
1,DEN,.409,0,W (+2),HOU,23,,3,13,15.8,6,3,.385,0,5,48,4,48,,9,7,22,1,23-013,15,1986-02-03,45:00,8,Hakeem Olajuwon
1,LAL,.500,0,L (-22),HOU,18,,2,8,13.8,5,0,.250,0,2,49,0,49,,8,5,16,4,23-016,14,1986-02-06,38:00,9,Hakeem Olajuwon
1,ATL,.667,0,W (+13),HOU,25,,0,3,24.6,3,5,.333,0,1,50,1,50,,12,4,18,0,23-021,12,1986-02-11,36:00,8,Hakeem Olajuwon
1,SAS,.667,0,L (-4),HOU,36,@,5,9,29.2,6,5,.889,0,8,51,1,51,,14,2,21,3,23-023,7,1986-02-13,35:00,5,Hakeem Olajuwon
1,LAC,.444,0,L (-7),HOU,12,@,3,8,8.1,1,2,.500,0,4,52,1,52,,4,3,9,1,23-025,5,1986-02-15,13:00,2,Hakeem Olajuwon
1,LAC,.529,0,W (+32),HOU,19,,1,2,12.7,4,1,.500,0,1,53,0,53,,9,4,17,0,23-053,9,1986-03-15,22:00,5,Hakeem Olajuwon
1,LAL,.636,0,L (-5),HOU,21,@,4,10,21.3,6,2,.700,0,7,54,2,54,,7,5,11,5,23-054,10,1986-03-16,37:00,5,Hakeem Olajuwon
1,PHO,.615,0,W (+3),HOU,19,,2,7,18.5,2,3,.429,0,3,55,3,55,,8,4,13,1,23-056,10,1986-03-18,33:00,6,Hakeem Olajuwon
1,MIL,.412,0,L (-10),HOU,19,@,1,10,12.1,3,2,.500,0,5,56,3,56,,7,1,17,1,23-058,5,1986-03-20,37:00,4,Hakeem Olajuwon
1,NYK,.667,0,W (+15),HOU,33,@,7,15,35.9,4,4,.600,0,9,57,2,57,,12,9,18,7,23-060,23,1986-03-22,35:00,14,Hakeem Olajuwon
1,BOS,.545,0,L (-7),HOU,29,@,5,9,23.0,5,1,.556,0,5,58,3,58,,12,8,22,3,23-062,14,1986-03-24,39:00,6,Hakeem Olajuwon
1,IND,.387,0,W (+9),HOU,27,@,3,5,22.1,4,8,.600,0,3,59,1,59,,12,7,31,2,23-064,21,1986-03-26,42:00,14,Hakeem Olajuwon
